ID,Name of Business,Short Description,Address,City,State,Postcode,Phone Number,Which type of business is this?,Business Website or Other URL,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
1487,McSorley's Old Ale House,"""NYC's oldest continually operating saloon""",15 E 7th Street,New York,NY,10003,(212) 473-9148,Food and Beverage,http://mcsorleysoldalehouse.nyc,MANHATTAN,40.728591,-73.989537,3,2,38,1006695,1004630050,East Village                                                               
1488,Verlaine,Bar,110 Rivington Street,New York,NY,10002,(212) 614-2494,Food and Beverage,http://verlainenyc.com,MANHATTAN,40.719926,-73.987825,3,1,3001,1005381,1004110070,Chinatown                                                                  
1489,Estrellita Poblana II,Mexican Restaurant,2819 White Plains Rd,Bronx,NY,10467,(718) 654-7652,Food and Beverage,,BRONX    ,40.866943,-73.867318,11,15,336,2053548,2045080068,Bronxdale                                                                  
1710,Unity Yoga,"""Yoga Studio""",350 Saint Nicholas Avenue,New York,NY,10027,(646) 450-6602,Service,,MANHATTAN,40.812337,-73.951155,10,9,215,1089672,1019547501,Central Harlem North-Polo Grounds                                          
1490,Pouncing Tigers,"""Martial Arts school with excellent kids' program & adult Kickboxing/MMA""",115 W 128th Street,New York,NY,10027,(646) 477-1421,Service,http://pouncingtigers.com/,MANHATTAN,40.810007,-73.944806,10,9,224,1057939,1019130023,Central Harlem North-Polo Grounds                                          
1491,Exit9 Gift Emporium,Retail Gift Store,51 Avenue A,New York,NY,10009,(212) 228-0145,Retail,http://www.shopexit9.com,MANHATTAN,40.723988,-73.985053,3,2,32,1005761,1004310025,East Village                                                               
1492,A Center For Dental Excellence,"""Awesome dental office, but more like family. The staff is caring and kind!""",8510 Bay 16th Street,Brooklyn,NY,11214,(718) 232-8289,Service,http://www.acenterfordentalexcellence.com/,BROOKLYN ,40.608617,-74.003634,11,43,178,3165730,3063430017,Bath Beach                                                                 
1493,ps9pets,"""Adorable pet supply shop featuring rescue cats and kittens""",169 N 9th Street,Williamsburg,NY,11211,(718) 486-6475,Retail,http://ps9pets.com,BROOKLYN ,40.71868,-73.956101,1,33,517,,,North Side-South Side                                                      
1494,D'Amico Coffee Roasters,Coffee Shop,309 Court Street,Brooklyn,NY,11231,(718) 875-5403,Food and Beverage,http://www.damicocoffeeroasters.com/,BROOKLYN ,40.683533,-73.995324,6,39,75,3006819,3004210008,Carroll Gardens-Columbia Street-Red Hook                                   
1495,Vinny's Lunchbox,"""American style luncheonette""",171 Avenue U,Brooklyn,NY,11223,(718) 266-3138,Food and Beverage,http://www.vinnyslunchbox.com/,BROOKLYN ,40.59647,-73.977912,11,47,400,3191150,3070990043,Bensonhurst East                                                           
1496,Albemarle Food Center / Moe's Deli,Bodega,101 Albemarle Road,Brooklyn,NY,11218,(718) 438-1492,Food and Beverage,,BROOKLYN ,40.645138,-73.979705,12,39,498,3336256,3053240051,Kensington-Ocean Parkway                                                   
1497,Hungarian Pastry Shop,Bakery,1030 Amsterdam Avenue,New York,NY,10025,(212) 866-4230,Food and Beverage,https://www.facebook.com/Hungarian-Pastry-Shop-NYC-483854171661904/,MANHATTAN,40.803479,-73.963511,9,7,199,1056909,1018820036,Morningside Heights                                                        
1498,Sterling Place - Atlantic,"""Eclectic Home Decor and Specialty Gifts""",363 Atlantic Avenue,Brooklyn,NY,11217,(718) 797-5667,Retail,http://www.sterlingplace.com,BROOKLYN ,40.687471,-73.986204,2,33,41,3000691,3001770052,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
1499,Oceanview Cafe,"""Russian cafe/restaurant""",290 Brighton Beach Ave,Brooklyn,NY,11235,(718) 332-1900,Food and Beverage,http://oceanviewcafeny.com/,BROOKLYN ,40.576948,-73.964481,13,48,36001,3245055,3086850008,Brighton Beach                                                             
1500,The New York Shaving Company - 49th,"""Mens Barbershop that specializes in products and services""",146 East 49th Street,New York,NY,10017,(212) 644-1888,Service,http://thenewyorkshavingcompany.com,MANHATTAN,40.755673,-73.972377,6,4,92,1036230,1013030045,Turtle Bay-East Midtown                                                    
1501,Prodigy Puppy,Dog walking service,421 East 79th Street,New York,NY,10075,(646) 389-6199,Service,https://www.facebook.com/prodigypuppy/,MANHATTAN,40.772072,-73.952018,8,5,136,1050349,1015590010,Yorkville                                                                  
1502,The New York Shaving Company,"""Mens Barbershop that specializes in products and services""",202b Elizabeth Street,New York,NY,10012,(212) 334-9495,Service,http://thenewyorkshavingcompany.com,MANHATTAN,40.722015,-73.994419,2,1,43,1007392,1004920007,SoHo-TriBeCa-Civic Center-Little Italy                                     
1503,Humboldt & Jackson,"""Restaurant and event space""",434 Humboldt Street,Brooklyn,NY,11211,(718) 349-3355,Food and Beverage,http://humboldtandjackson.com,BROOKLYN ,40.716912,-73.943061,1,34,477,3070105,3028750001,East Williamsburg                                                          
1504,Green Nail Salon,Nail Salon,354 Graham Avenue,Brooklyn,NY,11211,(718) 218-8985,Service,https://www.instagram.com/greennailsalon/,BROOKLYN ,40.714882,-73.944434,1,34,497,3068750,3027600004,East Williamsburg                                                          
1505,Waqiah Inc.,Cellphone and Accessories Store,45-19 48th Avenue,Woodside,NY,11377,(718) 361-0110,Retail,,QUEENS   ,40.739395,-73.920135,2,26,18502,4002051,4001700052,Hunters Point-Sunnyside-West Maspeth                                       
1506,Monarch Cleaners,"""The best dry cleaner I have ever been to!""",3507 Broadway,New York,NY,10031,(917) 974-0702,Service,,MANHATTAN,40.825421,-73.951199,9,7,229,1062361,1020900029,Hamilton Heights                                                           
1507,Reach For The STARS!,"""Day Care, 1st Step, After School, Summer & Weekend Enrichment""",156-18 96 Street,Howard Beach,NY,11414,(718) 845-1429,Service,http://RFTSprograms.com,QUEENS   ,40.66372,-73.837992,10,32,884,4294826,4141500028,Lindenwood-Howard Beach                                                    
1508,Sal's Food Market,Butcher/grocery store,102-10 159th Road,Howard Beach,NY,11414,(718) 843-8233,Food and Beverage,http://salsfoodmarket.com/,QUEENS   ,40.659752,-73.830945,10,32,884,4295501,4141820088,Lindenwood-Howard Beach                                                    
1509,Story Tax & Financial Services,"Tax Preparation, Business Accounting, Credit Restoration",150b Victory Blvd.,Staten Island,NY,10301,(347) 622-7723,Service,http://www.storytfs.com,STATEN IS,40.636948,-74.081191,1,49,17,,,Stapleton-Rosebank                                                         
1510,Piada,Italian cafe,601 Lexington Ave,New York,NY,10022,(212) 752-2727,Food and Beverage,http://Piadanyc.com,MANHATTAN,40.758465,-73.970914,6,4,100,1036474,1013087501,Turtle Bay-East Midtown                                                    
1511,Brooklyn Heights Veterinary Hospital,Community veterinary hospital,59 Hicks Street,Brooklyn,NY,11201,(718) 624-1200,Service,http://Bhvh59.com,BROOKLYN ,40.699931,-73.993617,2,33,1,3001586,3002160001,Brooklyn Heights-Cobble Hill                                               
1512,ALDEN MOVES Dance Theater,"""Dance Studio for kids and adults, pilates, parties, performances and rentals""",1203 Church Avenue,Brooklyn,NY,11218,(347) 365-6713,Other,http://www.aldenmovesbk.com/,BROOKLYN ,40.6474,-73.968288,14,40,506,3116401,3050730040,Flatbush                                                                   
1513,Martha's Country Bakery,"""Traditional treats & coffee drinks in a cozy cafe with white brick walls""",70-28 Austin Street,Forest Hills,NY,11375,(718) 544-0088,Food and Beverage,http://marthascountrybakery.com,QUEENS   ,40.720619,-73.846061,6,29,711,4077471,4032340183,Forest Hills                                                               
1514,PLG coffee house and tavern,"""Coffee house, lunch""",499 Rogers Avenue,Brooklyn,NY,11225,(347) 413-7944,Food and Beverage,http://plgcoffeehousetavern.com/,BROOKLYN ,40.660045,-73.953461,9,40,800,3114987,3050330001,Prospect Lefferts Gardens-Wingate                                          
1515,Jimmy's No 43,"""Beer bar, pub, restaurant""",43 East 7th Street,New York,NY,10003,(212) 982-3006,Food and Beverage,http://www.jimmysno43.com,MANHATTAN,40.728124,-73.988444,3,2,38,1006684,1004630036,East Village                                                               
1516,Pasticceria Rocco,Bakery,243 Bleecker Street,New York,NY,10014,(212) 242-6031,Food and Beverage,https://roccos.nyc/,MANHATTAN,40.73071,-74.002684,2,3,67,1010061,1005890004,West Village                                                               
1517,New York Chemists,Pharmacy,77 Christopher Street,New York,NY,10014,(212) 255-2525,Retail,http://www.newyorkchemists.com/,MANHATTAN,40.733549,-74.003359,2,3,73,1078174,1006190067,West Village                                                               
1518,Camila Laundromat,"""Small laundromat in Inwood (Wash/Dry)""",89 Cooper Street,New York,NY,10034,(212) 942-0474,Service,,MANHATTAN,40.868565,-73.921509,12,10,303,1064992,1022420036,Marble Hill-Inwood                                                         
1519,New Beef King,"""Beef jerky shop in Chinatown""",89 Bayard Street,New York,NY,10013,(212) 233-6612,Food and Beverage,http://www.newbeefking.com/news.html,MANHATTAN,40.715839,-73.999116,3,1,29,1077448,1001640019,Chinatown                                                                  
1520,Golden Steamer,"""Best Cheap Chinese steamed buns""",143A Mott Street,New York,NY,10013,(212) 226-1886,Food and Beverage,,MANHATTAN,40.718688,-73.996645,2,1,41,1079581,1002370019,SoHo-TriBeCa-Civic Center-Little Italy                                     
1521,The Brooklyn Press,"""Custom silk screen printing shop""",54 Franklin Avenue,Brooklyn,NY,11205,(908) 377-5045,Service,http://www.thebrooklynpress.com/,BROOKLYN ,40.697706,-73.958675,3,33,1237,3414307,3018840064,Bedford                                                                    
1522,Werkstatt,"""Casual Austrian restaurant""",509 Coney Island Ave,Brooklyn,NY,11218,(718) 284-5800,Food and Beverage,http://www.werkstattbrooklyn.com/,BROOKLYN ,40.645202,-73.970502,14,40,1522,3117439,3051130034,Flatbush                                                                   
1523,Xochitl,Taqueria,1015 Fulton Street,Brooklyn,NY,11238,(718) 857-2424,Food and Beverage,http://www.xochitltaqueria.com/,BROOKLYN ,40.682322,-73.961324,2,35,227,3057234,3019910009,Clinton Hill                                                               
1524,El Maguey y la Tuna,Mexican Restaurant,321 East Houston St,New York,NY,10002,(212) 473-3919,Food and Beverage,http://www.magueyylatuna.com/,MANHATTAN,40.721155,-73.98281,3,2,2201,1004136,1003450012,Lower East Side                                                            
1525,Habit,Clothing Boutique,137 5th Avenue,Brooklyn,NY,11217,(718) 399-7467,Retail,https://www.facebook.com/shophabitshop/,BROOKLYN ,40.678503,-73.979035,6,39,131,3397520,3009447504,Park Slope-Gowanus                                                         
1526,Play Kids,Toy Store,668 Flatbush Avenue,Brooklyn,NY,11225,(347) 715-9347,Retail,http://www.playkidsstore.com,BROOKLYN ,40.657029,-73.960207,9,40,79802,3114643,3050260241,Prospect Lefferts Gardens-Wingate                                          
1527,Baz Bagel,"""The Most Fabulous Bagel Shop and Iconic Jewish-Inspired Diner of Yesteryear""",181 Grand St,New York,NY,10013,(212) 335-0609,Food and Beverage,http://bazbagel.com,MANHATTAN,40.719446,-73.997684,2,1,41,1003072,1002360016,SoHo-TriBeCa-Civic Center-Little Italy                                     
1528,World Phone Hut,"""Cellphone and cellular services shop""",1200 Broadway,New York,NY,10001,(347) 703-6422,Retail,,MANHATTAN,40.746059,-73.988408,5,4,76,1015759,1008310020,Midtown-Midtown South                                                      
1529,IC Brooklyn Cafe,"Cafe, coffee shop",251 Wilson Avenue,Brooklyn,NY,11237,(718) 450-3346,Food and Beverage,http://icbrooklyncafe.com/,BROOKLYN ,40.698056,-73.921043,4,37,431,3074769,3032770003,Bushwick North                                                             
1530,Etto Espresso Bar,Coffee Shop,42-77 Hunter Street,Long Island City,NY,11101,(718) 786-4320,Food and Beverage,http://www.EttoEspressoBar.com,QUEENS   ,40.748607,-73.940627,2,26,19,4005132,4004320035,Hunters Point-Sunnyside-West Maspeth                                       
1531,Manasa Yoga,Yoga Studio,2880 West 12th Street,Brooklyn,NY,11224,(646) 780-9642,Service,http://www.manasayoganyc.com/,BROOKLYN ,40.577347,-73.979625,13,47,350,3196559,3072660060,West Brighton                                                              
1532,Eneslow Shoes and Orthotics,"""Very good shop with certified pedorthists & on site factory for shoe makeovers""",470 Park Avenue South,New York,NY,10016,(212) 477-2300,Retail,http://www.eneslow.com,MANHATTAN,40.745492,-73.982515,5,2,74,1080788,1008610044,Midtown-Midtown South                                                      
1533,OK Café,"Coffee & Tea. Wine, Light Bites & Desserts",22-04 33rd street,Astoria,NY,11105,(718) 440.8789,Food and Beverage,http://okcafeastoria.com,QUEENS   ,40.775083,-73.909979,1,22,115,4017064,4008330042,Steinway                                                                   
1534,Bay Pharmacy,Drug store,1653 Sheepshead Bay Road,Brooklyn,NY,11235,(929) 427-3178,Retail,,BROOKLYN ,40.586556,-73.952364,15,48,600,3204999,3074620055,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
1535,Upright Coffee,Coffee Shop,860 Manhattan Ave,Brooklyn,NY,11222,(718) 215-9910,Food and Beverage,http://uprightcoffee.com/,BROOKLYN ,40.729233,-73.953828,1,33,575,3065136,3025740051,Greenpoint                                                                 
1536,Audrey's Concerto,"""Café and dessert""",2379 86th Street,Brooklyn,NY,11214,(718) 266-2829,Food and Beverage,https://www.facebook.com/Audrey.Conerto,BROOKLYN ,40.599496,-73.98978,11,47,298,3185323,3068580043,Bensonhurst East                                                           
1537,Tasty Hand-Pulled Noodles,"""Noodles made in-house""",1 Doyers St,New York,NY,10013,(212) 791-1817,Food and Beverage,http://www.tastyhandpullednoodlesnyc.com/,MANHATTAN,40.714094,-73.997634,3,1,29,1001725,1001620133,Chinatown                                                                  
1538,Leo's Restaurant,Mexican Restaurant,207 Knickerbocker Avenue,Brooklyn,NY,11237,(718) 456-1054,Food and Beverage,,BROOKLYN ,40.703421,-73.926439,4,34,427,3072340,3031750003,Bushwick North                                                             
1539,Body Unique,Fitness studio,150 4th Avenue,Brooklyn,NY,11217,(718) 369-2500,Service,http://bodyuniquept.com/,BROOKLYN ,40.679796,-73.98144,6,33,127,3396842,3004137501,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
1540,Parade Cafe,"""Coffee/sandwich shop/baked goods""",622 Caton Avenue,Brooklyn,NY,11218,(917) 257-0096,Food and Beverage,http://Paradecafebk.com,BROOKLYN ,40.647703,-73.974303,12,39,504,3124350,3053290104,Windsor Terrace                                                            
1541,Hair & Co BKLYN,Hair salon,487 Myrtle Avenue,Brooklyn,NY,11217,(718) 788-2390,Service,http://www.hairandcobklyn.com,BROOKLYN ,40.693475,-73.965544,2,35,191,3054525,3018910083,Clinton Hill                                                               
1542,Energy Juice Bar and Grill,Juice bar and food,3788 Nostrand Avenue,Brooklyn,NY,11235,(347) 673-6231,Food and Beverage,http://energyjuicebarandgrill.com/,BROOKLYN ,40.591222,-73.940122,15,48,596,3327493,3074450001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
1543,DSK Die StammKneipe,"""German beergarden""",710 Fulton street,Brooklyn,NY,11217,(347) 841-4495,Food and Beverage,http://DSK-Brooklyn.com,BROOKLYN ,40.685965,-73.973599,2,35,181,3059289,3021150010,Fort Greene                                                                
1544,Charlie's Sandwich Shop,"""Sandwiches, salads, cold cuts, beverages""",9216 Third Avenue,Brooklyn,NY,11209,(718) 833-3099,Food and Beverage,,BROOKLYN ,40.618895,-74.032937,10,43,58,3155072,3061020044,Bay Ridge                                                                  
1545,Very Polished,Nail Salon,1082 Fulton Street,Brooklyn,NY,11216,(718) 636-0600,Service,http://www.verypolishednails.com/,BROOKLYN ,40.681541,-73.957672,3,36,227,3057704,3020160019,Clinton Hill                                                               
1546,Roots,Coffee Shop,639 5th Avenue,Brooklyn,NY,11215,(615) 419-7877,Food and Beverage,http://www.rootsbrooklyn.com/,BROOKLYN ,40.662942,-73.991753,7,38,143,3017074,3008790010,Park Slope-Gowanus                                                         
1547,Subs 'N Stuff,"""Bodega & Deli""",624 5th Avenue,Brooklyn,NY,11215,(718) 788-0850,Food and Beverage,,BROOKLYN ,40.663266,-73.991443,7,38,143,3009002,3006310048,Park Slope-Gowanus                                                         
1548,MyBizGeek Solutions,IT Consultant,2357 Coney Island Ave 2nd Floor,Brooklyn,NY,11223,(646) 450-7550,Service,http://mybizgeek.com,BROOKLYN ,40.59949,-73.961267,15,48,582,3197901,3073150065,Homecrest                                                                  
1549,Antler & Woods,"""Brooklyn based clothing brand where country roads and street culture collide.""",374 Atlantic ave,Brooklyn,NY,11217,,Retail,http://www.antlerandwoods.com,BROOKLYN ,40.687356,-73.985948,2,33,41,3000884,3001830021,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
1794,Thriftway Pharmacy,Full service neighborhood pharmacy,646 10th Ave ,New York,NY,,,Retail,https://thriftwaynyc.com/,,,,,,,,,
1550,Flowersbydoc,"""Florist - works with local gardens and block association projects""",704 Decatur Street,Brooklyn,NY,11233,(718) 344-5617,Retail,http://Flowersbydoc.com,BROOKLYN ,40.683552,-73.915006,16,41,373,3040659,3015060035,Ocean Hill                                                                 
1551,Hair Care by Yolanda,Hair Salon,142 East 4th Street,Brooklyn,NY,11218,(718) 437-4270,Service,https://www.facebook.com/HairCareByYolanda/,BROOKLYN ,40.649241,-73.977581,7,39,500,3122782,3052820057,Windsor Terrace                                                            
1552,When in Rome,Hair salon,553 Henry Street,New York,NY,11231,(718) 488-7118,Service,http://When In Rome Hair Salon,BROOKLYN ,40.682699,-74.000087,6,39,65,3004758,3003500008,Carroll Gardens-Columbia Street-Red Hook                                   
1553,"Sunset Park Martial Arts, Inc.","""Martial Arts Instructions (Karate School)""",889 4th Avenue,Brooklyn,NY,11232,(718) 765-0595,Service,http://www.sunsetparkmartialarts.com,BROOKLYN ,40.655754,-74.002908,7,38,84,3010177,3006850006,Sunset Park West                                                           
1554,Nitehawk Cinema,"""Movie Theatre that has fantastic films, booze, and delicious food""",136 Metropolitan Avenue,Brooklyn,NY,11249,(718) 782-8370,Other,http://www.nitehawkcinema.com/,BROOKLYN ,40.716229,-73.962459,1,34,555,3062437,3023647501,North Side-South Side                                                      
1555,Cranberry's,"Coffee shop, breakfast",48 Henry Street,New York,NY,11201,(718) 624-3500,Food and Beverage,,BROOKLYN ,40.699541,-73.992015,2,33,1,3001605,3002160032,Brooklyn Heights-Cobble Hill                                               
1556,Tekoa,"""Café""",264 Clinton Street,Brooklyn,NY,11201,(347) 987-3710,Food and Beverage,http://Tekoany.com,BROOKLYN ,40.687813,-73.995543,6,39,45,3003232,3003010024,Carroll Gardens-Columbia Street-Red Hook                                   
1557,L & M Deli,Deli and Grocery,80 7th Avenue,New York,NY,10011,(212) 242-2645,Food and Beverage,http://Lmdeli.com,MANHATTAN,40.739389,-73.999091,4,3,81,1013775,1007650035,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1558,Brownstone Dog Walkers,Dog walking and cat sitting,447 6th Street,Brooklyn,NY,11215,(347) 685-9255,Service,http://www.brownstonedogwalkers.com,BROOKLYN ,40.669166,-73.980999,6,39,153,3021515,3009890060,Park Slope-Gowanus                                                         
1559,Lice Treatment Group LLC,"""Head Lice Services, Lice Treatment, Lice Removal, Head Lice Screening""",6426 80th Street,Middle Village,NY,11379,(646) 838-2011,Service,http://www.licetreatmentgroup.com/es/home,QUEENS   ,40.71871,-73.874164,5,30,677,4069798,4030050018,Middle Village                                                             
1560,Downtown,Designer clothing store,2502 Avenue U,Brooklyn,NY,11229,(718) 934-8280,Retail,http://downtownclothingstore.com/,BROOKLYN ,40.599918,-73.946474,15,48,576,3200016,3073580001,Madison                                                                    
1561,Nasha Pochta Mail Center,"""Shipping and Mailing Service""",1923 McDonald Avenue,Brooklyn,NY,11223,(718) 872-7577,Service,http://www.nashapochta.com,BROOKLYN ,40.605913,-73.972435,15,44,422,3409057,3066580079,Homecrest                                                                  
1562,Beaner Bar,Coffee Bar and cafe,447 Graham Avenue,Brooklyn,NY,11211,(917) 578-9662,Food and Beverage,https://beanerbar.com/menu/,BROOKLYN ,40.718601,-73.945066,1,34,497,3068084,3027340022,East Williamsburg                                                          
1563,Keeling's Reggae,"""Record store and studio run by reggae artist and producer, Keeling Beckford""",1362 St. John's Place,Brooklyn,NY,11213,(718) 778-9470,Retail,,BROOKLYN ,40.670685,-73.932978,8,35,351,3037057,3013840014,Crown Heights North                                                        
1564,Gotham Archery,"""They teach archery""",480 Baltic Street,Brooklyn,NY,11217,(718) 858-5060,Retail,https://www.facebook.com/GothamArchery/,BROOKLYN ,40.682605,-73.986104,6,33,71,3006460,3004050024,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
1565,Brooklyn General Store,"""Sewing and yarn shop""",Union Street,Brooklyn,NY,11231,(718) 237-7753,Retail,https://www.brooklyngeneral.com/,,,,,,,,,
1566,Upi Jaya,Indonesian Restaurant,76-04 Woodside Avenue,Elmhurst,NY,11373,(718) 458-1807,Food and Beverage,http://www.bridgeandtunnelclub.com/bigmap/queens/menus/upijaya.htm,QUEENS   ,40.74342,-73.888712,4,25,483,4037782,4015220002,Elmhurst-Maspeth                                                           
1567,Sterling Place,"""New and Vintage furniture, home decor and gifts""",148 7th Avenue,Brooklyn,NY,11215,(718) 788-1216,Retail,http://www.sterlingplace.com,BROOKLYN ,40.67261,-73.976827,6,39,157,3020544,3009630060,Park Slope-Gowanus                                                         
1568,The Marmolejos Barbershop,"""Neighborhood Barbershop""",1218 Walton Avenue,Bronx,NY,10452,(718) 450-8981,Service,http://www.facebook.com/TheMarmolejosBarbershop,BRONX    ,40.835523,-73.919112,4,16,197,2002850,2024650001,West Concourse                                                             
1569,Hank's saloon,"""Bar""",46 3rd Avenue,Brooklyn,NY,11217,(305) 759-3999,Food and Beverage,http://www.hankssaloon.com/,BROOKLYN ,40.685234,-73.980775,2,33,39,3000981,3001850025,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
1570,Essence of Beauty By Tricia,"""Facial Spa""",548 Throgs Network Expressway,Bronx,NY,10465,(914) 447-1089,Service,http://www.essenceofbeautybytricia.com,,,,,,,,,
1571,Saraghina,Restaurant,435 Halsey Street,New York,NY,11233,(718) 574-0010,Food and Beverage,http://saraghinabrooklyn.com/,BROOKLYN ,40.683455,-73.935594,3,36,275,3335636,3016590044,Stuyvesant Heights                                                         
1572,Downtown Dance Factory,Dance Studio,291 Broadway,New York,NY,10007,(212) 962-1800,Service,http://www.downtowndancefactory.com,MANHATTAN,40.714824,-74.005779,1,1,33,1001649,1001500038,SoHo-TriBeCa-Civic Center-Little Italy                                     
1573,Tekie Geek,"""Managed Services, Data Backup/Recovery, Business Continuity, VoIP Systems, etc""",258 Wilson Avenue,Staten Island,NY,10308,(347) 830-7322,Service,http://www.tekiegeek.com,STATEN IS,40.547483,-74.160459,3,51,14604,5151256,5054970240,Great Kills                                                                
1574,De Mole Astoria,Mexican Restaurant,42-20 30th Avenue,Astoria,NY,11103,(718) 777-1655,Food and Beverage,http://www.demoleastoria.com/,QUEENS   ,40.763025,-73.913168,1,22,149,4011931,4006960041,Astoria                                                                    
1575,Good Eats Diner,"""Diner""",6932 Grand Avenue,Maspeth,NY,11378,(718) 478.2420,Food and Beverage,http://www.goodeatsdinerny.com/,QUEENS   ,40.726548,-73.894278,5,30,49302,4062598,4027920003,Maspeth                                                                    
1576,Zaytoons,"""Middle Eastern perfection""",594 Vanderbilt Avenue,Brooklyn,NY,11238,(718) 230-3200,Food and Beverage,http://www.zaytoons.com/prospect_heights.html,BROOKLYN ,40.678734,-73.968486,8,35,163,3028150,3011440060,Prospect Heights                                                           
1577,Brooklyn Artery,"""Gift shop/ Gallery""",1021 Cortelyou Road,Brooklyn,NY,11218,(347) 425-7770,Retail,http://www.brooklynartery.com,BROOKLYN ,40.639379,-73.968541,14,40,1522,3404124,3051410119,Flatbush                                                                   
1578,Healthy Nibbles,Fresh delicious organic food and drinks,305 Flatbush Ave,Brooklyn,NY,11217,(917) 821-9042,Food and Beverage,http://www.healthynibbles.net/,BROOKLYN ,40.678807,-73.97362,8,35,161,3337835,3011500001,Prospect Heights                                                           
1579,Coffee Z,Coffee Shop,30 Newkirk Plaza,Brooklyn,NY,11226,(718) 484-9119,Food and Beverage,https://m.facebook.com/COFFEE-Z-1114822025216387/,BROOKLYN ,40.635307,-73.96281,14,40,520,3121195,3052360040,Flatbush                                                                   
1580,Coffee RX,"""Café""",6903 3rd Avenue,Brooklyn,NY,11209,(646) 820-8085,Food and Beverage,https://www.facebook.com/coffeerx,BROOKLYN ,40.635596,-74.026086,10,43,68,3145671,3058720011,Bay Ridge                                                                  
1581,Choc NYC,"""Bakery/pastry shop""",4996 Broadway,New York,NY,10034,(646) 726-4076,Food and Beverage,http://www.chocnyc.com/,MANHATTAN,40.86822,-73.918241,12,10,303,1064870,1022290005,Marble Hill-Inwood                                                         
1582,"Paper Enterprises, Inc.","""Family-owned wholesale distributor of food service/janitorial supplies""",770 East 132 Street,Bronx,NY,10454,(718) 402-1200,Retail,http://www.paperenterprises.com,BRONX    ,40.800194,-73.913849,1,17,19,2003581,2025430060,Mott Haven-Port Morris                                                     
1583,G's Coffee Shop,"""Coffee shop/diner""",634 W 207th Street,New York,NY,10034,(212) 942-0679,Food and Beverage,http://www.gscoffeeshop.com/,MANHATTAN,40.868315,-73.921621,12,10,295,1064982,1022410014,Marble Hill-Inwood                                                         
1584,Buceo 95,"""Spanish Tapas Restaurant""",201 W 95th Street,New York,NY,10025,(212) 662-7010,Food and Beverage,http://buceo95.com/,MANHATTAN,40.793471,-73.97105,7,6,183,1033697,1012430029,Upper West Side                                                            
1585,Paint Place Ny,"""Paint and paint supply store""",65-01 Roosevelt Avenue,Woodside,NY,11377,(718) 429-4374,Retail,http://www.facebook.com/paintplaceny/,QUEENS   ,40.746121,-73.898408,2,26,263,4028090,4012230031,Woodside                                                                   
1586,Coney Island Brewing Company,Brewery,1904 Surf Ave,Brooklyn,NY,11224,(718) 996-0019,Food and Beverage,http://coneyislandbeer.com,BROOKLYN ,40.57507,-73.985878,13,47,352,3189656,3070730101,Seagate-Coney Island                                                       
1587,Dona Zita,Restaurant,1221 Bowery Street,Brooklyn,NY,11224,(347) 492-6160,Food and Beverage,http://donazita.com,BROOKLYN ,40.574797,-73.980274,13,47,352,3245131,3086940001,Seagate-Coney Island                                                       
1588,Java Joe's,"""Tiny store selling coffee beans, tea leaves, sweets, snacks, British imports""",414 8th Street,Brooklyn,NY,11215,(718) 369-6026,Food and Beverage,http://www.javajoebrooklyn.com/,BROOKLYN ,40.667275,-73.980628,6,39,153,3025856,3010900004,Park Slope-Gowanus                                                         
1589,Deno's Wonder Wheel Amusement Park,"""Amusement Park""",3059 Denos D. Vourderis Place,Brooklyn,NY,11224,(718) 372-2592,Other,http://wonderwheel.com,BROOKLYN ,40.574037,-73.979658,13,47,352,3347224,3086960145,Seagate-Coney Island                                                       
1590,The Chinese Club,Chinese Restaurant,208 Grand Street,Brooklyn,NY,11211,(718) 487-4576,Food and Beverage,http://thechineseclubnyc.com/,BROOKLYN ,40.714065,-73.960252,1,34,551,3397699,3023937502,North Side-South Side                                                      
1591,Line & Label,"""Boutique /Design Company""",568 Manhattan Ave,Brooklyn,NY,11222,,Retail,http://www.lineandlabel.com,BROOKLYN ,40.722556,-73.950073,1,33,569,3066750,3026800032,Greenpoint                                                                 
1592,Go Go Thai,"""Thai restaurant plating traditional dishes in a cozy, exposed-brick setting""",144 West 19 Street,New York,NY,10011,(212) 929-9998,Food and Beverage,http://gogothaichelsea.com/8331,MANHATTAN,40.740992,-73.995919,4,3,87,1014723,1007940064,Hudson Yards-Chelsea-Flatiron-Union Square                                 
1593,Sweet Water Dance & Yoga,"""Dance, Yoga & Pole Fitness Studio""",876 Gerard Ave,Bronx,NY,10452,(718) 992-2484,Service,http://www.sweetwaterdanceandyoga.com,BRONX    ,40.827833,-73.924737,4,8,195,2002919,2024760057,West Concourse                                                             
